date,spot,vix,dma_20,dma_50,dma_signal,pcr,max_pain,iv_mean,mc_prob_up,sell_strikes,buy_strikes
10-Jul-2026 21:50 IST,24206.9,12.25,24044.13,23829.65,Bullish,1.273,24200,1637.59,47.9,"[{""strike"": 23550, ""type"": ""PE"", ""premium"": 5.8, ""score"": 0.9303}, {""strike"": 23500, ""type"": ""PE"", ""premium"": 5.2, ""score"": 0.8585}, {""strike"": 23650, ""type"": ""PE"", ""premium"": 7.75, ""score"": 0.8487}, {""strike"": 23600, ""type"": ""PE"", ""premium"": 6.7, ""score"": 0.8243}, {""strike"": 23750, ""type"": ""PE"", ""premium"": 10.9, ""score"": 0.7593}]","[{""strike"": 24300, ""type"": ""CE"", ""premium"": 58.0, ""score"": 0.6241}, {""strike"": 24200, ""type"": ""PE"", ""premium"": 87.65, ""score"": 0.6226}, {""strike"": 24500, ""type"": ""CE"", ""premium"": 13.55, ""score"": 0.596}, {""strike"": 24250, ""type"": ""CE"", ""premium"": 78.25, ""score"": 0.595}, {""strike"": 24150, ""type"": ""PE"", ""premium"": 67.7, ""score"": 0.5662}]"
